,,,Validation Dataset,,,,,,Probability of being Plankton,,,,TSNE coordinates per model,,,,,,,,
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_86_2017-09-16_00_06_14.278_53_1164.png,Other,Y,Y,Y,Y,0.9999672,0.9997348,0.99836105,0.8729791,25.369839,18.948053,37.358303,25.458818,-19.40951,49.593956,36.632164,51.92935,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_711_2017-09-21_19_36_53.362_0_1623.png,Other,Y,Y,Y,Y,0.87430966,0.9837855,0.9999993,0.9908471,37.15975,-16.357622,66.28134,4.849182,21.842514,-48.300377,-35.95546,-34.18334,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_357_2017-09-20_20_59_12.793_1367_500.png,Other,Y,Y,Y,Y,0.97990376,0.98517853,0.99994516,0.985283,47.25827,-10.016555,28.318153,-43.58701,34.233948,-26.698105,21.63506,-11.932128,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_797_2017-09-21_20_54_47.206_1508_1712.png,Other,Y,Y,Y,Y,0.9958961,0.979321,0.99846256,0.99769944,4.6573663,23.884111,35.46332,-55.501015,27.981485,38.14446,44.72203,-14.978209,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_387_2017-09-19_18_17_50.600_1280_154.png,Other,Y,Y,Y,Y,0.99997485,0.9993067,1,0.9990477,106.582184,-6.2556996,48.271095,62.247917,60.26094,-19.065166,23.762943,-79.50686,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_400_2017-09-21_05_31_06.977_18_410.png,Other,Y,Y,Y,Y,0.9961851,0.9975319,0.9997898,0.9850197,6.2400837,5.3760695,19.90515,-21.135218,42.169865,-11.321584,12.412521,21.084667,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_820_2017-09-16_00_06_14.278_467_1928.png,Other,Y,Y,Y,Y,0.88200206,0.9805079,0.50298303,0.6306221,45.015423,-16.299088,60.457245,-3.9841342,33.66058,31.967731,-27.735018,-25.339123,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_571_2017-09-19_21_06_57.369_1600_1087.png,Other,Y,Y,Y,Y,0.9996437,0.9989911,0.9999932,0.9999399,118.68198,4.160321,62.116306,20.01334,25.095627,-57.167324,-15.686079,-42.252144,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_183_2017-09-18_16_55_49.058_484_983.png,Other,Y,Y,Y,Y,0.9968796,0.9946056,0.99998796,0.9900176,93.79292,-7.3994875,66.838005,2.2771814,32.885376,-55.888386,-40.73084,-32.686493,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_133_2017-09-17_19_05_12.402_903_795.png,Other,Y,Y,Y,Y,0.9999969,0.99978834,1,0.9999583,76.791176,13.173642,44.341633,44.961227,51.877262,4.5271935,43.47982,-40.991287,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_683_2017-09-20_23_01_37.642_0_1404.png,Other,Y,Y,Y,Y,0.93256223,0.9746566,0.9999721,0.9808806,68.77874,-11.865568,20.562613,-57.91831,28.77417,-30.585873,-25.364277,-66.24893,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_357_2017-09-21_12_11_44.914_1677_588.png,Other,Y,Y,Y,Y,0.9683069,0.9827413,0.97134376,0.992459,56.10118,-11.952287,42.357746,-9.545412,2.6937196,-43.1214,-9.725923,-72.09389,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_114_2017-09-20_21_43_43.740_1451_20.png,Other,Y,Y,Y,Y,0.9899095,0.97848094,0.9989906,0.996012,76.33349,-13.222285,46.78524,-34.116863,25.525711,-53.08767,-43.296795,-45.719994,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_139_2017-09-16_03_16_29.254_1272_1770.png,Other,Y,Y,Y,Y,0.99999404,0.99980134,0.999915,0.99609756,53.27657,23.751472,37.079903,37.695637,45.877632,23.39751,5.4861,-50.151302,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_435_2017-09-18_10_56_27.071_1164_1068.png,Other,Y,Y,Y,Y,0.8878786,0.9644955,0.9998926,0.9056169,22.19085,-15.46444,14.805997,-51.0852,34.704414,-29.283285,-12.587374,-53.40805,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_399_2017-09-21_20_21_24.131_564_1620.png,Other,Y,Y,Y,Y,0.94349825,0.9952459,0.99877745,0.9995515,26.785192,-13.245541,35.1937,-40.316483,55.982906,-27.803778,6.472083,-73.4273,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_544_2017-09-27_00_10_30.061_103_883.png,Other,Y,Y,Y,Y,0.95810723,0.9958555,0.74351424,0.8045872,-1.7780551,16.084133,18.30917,-20.524858,-69.2506,1.4555979,-32.509686,0.723334,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_825_2017-09-21_22_23_48.887_265_931.png,Other,Y,Y,Y,Y,0.9999012,0.99056494,0.9999999,0.99948657,26.085812,28.80587,28.434496,-55.52885,41.586014,35.064823,61.51906,-14.6317215,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_175_2017-09-19_14_04_10.121_472_304.png,Other,Y,Y,Y,Y,0.8785781,0.9637197,0.9543366,0.8833732,20.577106,-13.92774,-0.70929104,-64.57599,0.8891675,30.133654,-11.479951,-12.84666,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_900_2017-09-22_18_03_26.967_1031_676.png,Other,Y,Y,Y,Y,0.9692626,0.93159956,0.94976753,0.9437901,34.00108,-23.509222,31.759642,-33.32428,32.44683,-34.583893,-15.489526,-52.542095,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_452_2017-09-19_04_33_23.799_890_724.png,Other,Y,Y,Y,Y,0.9762078,0.956553,0.9999938,0.9921176,71.469986,-1.3419409,15.0437765,-44.988247,36.589085,-27.26957,5.983144,-60.933323,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_273_2017-09-22_18_03_26.967_1383_899.png,Other,Y,Y,Y,Y,0.5604391,0.74899375,0.999757,0.99960047,-15.448406,31.758692,-3.5097988,-52.558853,37.97484,-64.333694,52.465492,-36.158165,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_414_2017-09-18_03_11_23.804_1893_1377.png,Other,Y,Y,Y,Y,0.9996369,0.9997477,0.99279034,0.99082243,31.558043,23.691334,20.99604,0.08666989,17.296455,-9.9758215,23.917385,-0.67978674,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_370_2017-09-18_10_56_27.071_1259_708.png,Other,Y,Y,Y,Y,0.9999639,0.9999615,0.9999999,0.99940825,81.00335,2.5307875,40.972927,70.113716,21.490795,5.5165057,35.74815,-42.48308,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_46_2017-09-17_15_12_39.611_546_197.png,Other,Y,Y,Y,Y,0.99853885,0.99986863,0.98842794,0.9083917,22.251862,26.250696,30.902115,12.91551,23.289433,48.02987,44.409855,4.7430587,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_698_2017-09-21_00_08_23.959_1754_31.png,Other,Y,Y,Y,Y,0.9654067,0.9899622,0.9672492,0.85797757,60.773617,-17.063665,38.512417,-32.321476,29.328287,-23.60678,-4.9966326,-52.905785,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_187_2017-09-16_18_04_20.306_615_374.png,Other,Y,Y,Y,Y,0.9996581,0.99908113,0.9852989,0.99844724,23.649067,-3.3253798,53.668007,29.687304,12.505223,13.609325,48.042854,8.971777,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_360_2017-09-20_23_57_16.170_759_1151.png,Other,Y,Y,Y,Y,0.9951219,0.9959435,0.999483,0.99341935,45.66391,-24.483511,42.119766,-18.969343,31.87903,-48.958817,-23.272823,-45.83028,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_549_2017-09-21_20_21_24.131_1958_78.png,Other,Y,Y,Y,Y,0.9997322,0.99987626,0.99988794,0.9960645,46.45145,-1.2940855,32.672283,54.389755,20.860804,7.9386315,-30.517412,-12.654978,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_881_2017-09-21_00_08_23.959_920_1254.png,Other,Y,Y,Y,Y,0.99999917,0.99998474,0.99999964,0.99998343,58.507828,18.97669,39.6513,65.33227,32.43375,36.743526,52.410744,-17.65714,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_163_2017-09-28_12_09_24.725_1598_1708.png,Other,Y,Y,Y,Y,0.71310765,0.9504209,0.994024,0.89695466,-32.191402,52.719143,12.275377,-48.16441,30.66082,28.813179,26.930557,1.5901521,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_602_2017-09-21_06_49_00.820_1697_1441.png,Other,Y,Y,Y,Y,0.99973243,0.99479055,0.99725753,0.9812361,39.292583,7.2942824,52.028408,11.876043,50.95506,-2.873529,28.849571,-26.50483,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_11_2017-09-16_02_13_04.215_VIDEOALE_1692_1795.png,Other,Y,Y,Y,Y,0.90452564,0.98961735,0.8261115,0.94924897,-1.5389538,8.391797,22.977203,-60.689556,-68.02137,4.7611384,-12.849833,12.559896,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_123_2017-09-20_21_43_43.740_1326_1279.png,Other,Y,Y,Y,Y,0.93309957,0.7852874,0.82502156,0.9942941,14.723734,-8.25807,44.904175,-29.056046,20.9323,-23.7638,-25.335014,-59.496906,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_134_2017-09-21_00_52_54.823_1009_568.png,Other,Y,Y,Y,Y,0.99999857,0.9998704,1,0.99714655,120.40718,-9.801641,43.312096,67.7858,63.08662,-21.499485,20.133366,-81.38049,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_307_2017-09-16_01_09_39.011_1156_907.png,Other,Y,Y,Y,Y,0.9896897,0.99262446,0.98331046,0.95472324,51.824867,-27.184994,53.165226,15.964979,-2.939072,33.581497,-17.18125,-17.459719,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_342_2017-09-21_18_18_59.744_1233_257.png,Other,Y,Y,Y,Y,0.99974436,0.9995981,0.99132556,0.9951084,19.624588,7.165728,37.430588,1.8173504,-15.576015,-43.224857,44.11004,41.990078,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_543_2017-09-16_15_15_13.245_1428_0.png,Other,Y,Y,Y,Y,0.99986625,0.9996797,1,0.99099636,118.80972,-8.399181,41.290764,65.345436,53.244907,8.11997,30.180557,-38.80377,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_130_2017-09-17_21_54_18.614_65_145.png,Other,Y,Y,Y,Y,0.99999917,0.99941576,0.9988136,0.8495957,28.643919,29.46883,33.080208,43.40448,40.201912,24.194185,-43.479015,-31.266918,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_290_2017-09-28_00_06_04.294_1479_648.png,Other,Y,Y,Y,Y,0.96358514,0.985986,0.9344674,0.85524684,42.85252,-21.053663,40.74575,-37.760048,32.07866,-35.300793,-11.680254,-57.76328,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_654_2017-10-06_20_57_23.135_1073_1872.png,Other,Y,Y,Y,Y,0.9967572,0.9929617,0.9999273,0.9992348,51.364532,9.307279,44.09085,-7.6194053,10.437372,-45.226482,-1.6469629,-42.87163,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_792_2017-09-21_06_15_38.060_1043_201.png,Other,Y,Y,Y,Y,0.7305227,0.8980415,0.9971551,0.9808936,6.2832737,-13.421207,17.022446,-51.264645,17.111729,-36.181343,-30.932695,-29.950283,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_308_2017-09-20_19_41_19.269_1716_649.png,Other,Y,Y,Y,Y,0.9999342,0.9998884,0.99999,0.99954885,66.10337,-3.6786976,51.45834,54.281082,46.680565,-14.426256,22.934189,-69.6837,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_295_2017-09-19_12_18_28.114_1359_218.png,Other,Y,Y,Y,Y,0.9940143,0.9982882,0.9999926,0.9993253,112.11469,-2.4057574,71.08201,4.787225,21.975462,-42.21116,-30.733547,-49.501022,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_675_2017-09-20_18_56_48.413_1152_1643.png,Other,Y,Y,Y,Y,0.998594,0.9638102,0.99995184,0.9401639,77.031204,-1.2296469,55.091568,-8.041517,23.708916,7.4524083,25.620445,-33.053436,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_666_2017-09-21_19_03_30.206_1044_1385.png,Other,Y,Y,Y,Y,0.89286864,0.9836459,0.99983025,0.9871681,47.054676,-13.694527,48.638535,-30.718548,22.314878,-40.621384,-14.389294,-53.804276,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_408_2017-09-19_01_44_17.054_1329_1947.png,Other,Y,Y,Y,Y,0.99973124,0.9992537,1,0.9991967,70.98565,9.008246,49.489223,16.477562,24.619183,11.191551,14.171238,-91.41572,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_90_2017-09-19_10_32_46.066_193_1455.png,Other,Y,Y,Y,Y,0.9113305,0.9969868,0.7481851,0.99720025,-0.510443,34.45171,15.340374,-16.000381,25.95868,-11.120987,17.623724,-65.68061,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_22_2017-09-19_03_51_07.404_1596_1455.png,Other,Y,Y,Y,Y,0.9909094,0.9999727,0.98566806,0.9080022,2.9691582,11.521392,19.005852,-0.8849681,36.137188,28.655289,38.927753,-13.953891,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_458_2017-09-21_18_07_51.879_924_865.png,Other,Y,Y,Y,Y,0.92473036,0.9765934,0.9999583,0.98496383,39.5755,-17.576769,53.65511,-13.892634,41.257435,-24.608427,6.133679,-19.11526,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_174_2017-09-20_17_05_31.514_1152_1725.png,Other,Y,Y,Y,Y,0.9997161,0.9989827,0.9995803,0.9927424,118.064026,3.481553,61.270653,17.48821,22.076632,-51.839806,-36.630653,-42.528202,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_137_2017-09-18_22_55_10.980_1711_1379.png,Other,Y,Y,Y,Y,0.9999081,0.99956983,0.93539894,0.9736927,25.979143,28.804354,26.331078,-0.8412433,4.0773325,-7.1444173,-30.691547,-20.709162,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_565_2017-09-23_17_59_02.679_561_1077.png,Other,Y,Y,Y,Y,0.99940217,0.9998628,1,0.99860233,84.70599,-1.0386894,51.55676,49.3539,58.367935,-18.18595,-0.5472058,-73.71975,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_170_2017-09-21_19_03_30.206_1029_440.png,Other,Y,Y,Y,Y,0.9804357,0.9991985,0.99702924,0.99872786,35.95303,-10.239013,40.463512,18.202366,-2.505921,-22.733646,7.2410097,15.835947,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_4_2017-09-18_11_59_51.644_103_116.png,Other,Y,Y,Y,Y,0.99998236,0.9977423,1,0.9961654,75.501495,7.14132,53.759346,36.242573,39.48192,4.720268,37.17046,-44.16688,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_33_2017-09-19_01_02_00.347_17_1892.png,Other,Y,Y,Y,Y,0.99660456,0.9980882,0.9998822,0.99080527,43.098774,-4.720594,39.82577,-10.474977,37.890713,-33.36644,1.8759463,-57.73951,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_596_2017-09-21_00_08_23.959_1116_63.png,Other,Y,Y,Y,Y,0.99978787,0.99741995,0.98952895,0.9977791,41.95218,8.799287,44.516575,4.358578,46.967884,-27.700447,32.433697,21.121851,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_28_2017-09-18_13_03_16.745_1835_1086.png,Other,Y,Y,Y,Y,0.9999857,0.9995301,0.99613357,0.99781346,-14.265181,55.441563,35.12281,3.8509343,12.350107,45.791058,61.869312,6.5883293,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_289_2017-09-17_12_02_24.860_1808_1242.png,Other,Y,Y,Y,Y,0.97484916,0.9806384,0.9309122,0.97497284,23.191534,0.75801253,31.267172,-19.740395,37.45333,11.439309,30.709467,13.877952,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_420_2017-09-17_03_13_56.451_1003_1603.png,Other,Y,Y,Y,Y,0.9999982,0.9998808,0.99878436,0.9999858,110.13496,-15.525845,45.588577,54.187485,-6.516703,-40.700546,32.06605,1.161393,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_104_2017-09-19_14_46_31.738_1454_503.png,Other,Y,Y,Y,Y,0.99950576,0.99888545,0.99988997,0.99799407,77.85294,0.33024892,54.92732,28.82945,45.15003,-19.680637,28.776217,-68.669395,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_348_2017-09-16_18_04_20.306_369_7.png,Other,Y,Y,Y,Y,0.9707562,0.99265385,0.9996624,0.9971944,74.69176,-11.960262,39.89237,-9.178352,30.60492,-30.322676,-5.5879536,-46.710743,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_314_2017-09-19_03_08_50.128_844_1876.png,Other,Y,Y,Y,Y,0.99932647,0.99943703,0.9999993,0.9998042,65.57594,-2.9318845,52.864506,30.081245,51.768894,-14.280227,17.352615,-80.382,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_254_2017-09-19_03_08_50.128_544_1414.png,Other,Y,Y,Y,Y,0.9290839,0.9999349,0.99985564,0.99941707,-3.830776,21.33736,18.988384,2.863025,29.586184,32.179234,56.649895,-4.1426425,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_423_2017-09-17_21_12_02.320_231_237.png,Other,Y,Y,Y,Y,0.99789244,0.998243,0.981058,0.9530194,15.752637,13.590882,45.98826,-3.7575984,24.841408,32.907272,38.625248,-21.56863,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_587_2017-09-16_01_09_39.011_928_371.png,Other,Y,Y,Y,Y,0.9969061,0.99209785,0.9903211,0.9939889,94.90766,-1.9654297,62.53923,-6.6935887,24.319166,-52.29176,-38.263443,-48.615993,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_171_2017-09-17_00_03_41.880_470_1900.png,Other,Y,Y,Y,Y,0.99995065,0.99757487,0.9998388,0.9849486,33.943077,26.658833,38.24696,40.227306,46.093987,26.324474,-9.389857,-46.455223,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_575_2017-09-26_18_03_15.775_1828_1204.png,Other,Y,Y,Y,Y,0.9955674,0.99790204,0.9996886,0.99976164,69.13482,-7.177887,43.105183,7.148299,43.79493,-24.114073,12.231141,-83.691925,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_831_2017-09-21_00_08_23.959_716_1418.png,Other,Y,Y,Y,Y,0.9869152,0.95983046,0.9999962,0.90116405,90.40381,-6.601605,58.62307,-10.8649845,17.794117,-47.049442,-28.89427,-40.363163,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_40_2017-09-19_00_19_43.344_82_77.png,Other,Y,Y,Y,Y,0.96217114,0.99903274,0.99999976,0.99828786,51.467773,-11.134328,61.911327,37.941933,27.254967,-44.57555,-28.359377,-48.563156,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_452_2017-09-21_22_57_12.103_1321_815.png,Other,Y,Y,Y,Y,0.9965718,0.9977992,1,0.99831617,59.095047,-5.422989,42.330395,8.537689,58.86241,-24.522991,-3.9650593,-76.65311,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_134_2017-09-16_18_04_20.306_313_1065.png,Other,Y,Y,Y,Y,0.78747004,0.92657095,0.86939573,0.97522426,16.586626,-10.9375305,-3.0053766,-59.40104,10.514453,8.600371,10.556972,-16.320219,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_436_2017-09-19_03_08_50.128_721_1281.png,Other,Y,Y,Y,Y,0.9994991,0.9990036,1,1,47.361294,20.333973,38.611572,37.328407,45.91494,40.250244,65.68595,-13.627934,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_117_2017-09-20_18_01_09.974_1680_458.png,Other,Y,Y,Y,Y,0.99922013,0.9988716,0.99999976,0.99881375,56.234314,10.9868965,57.422997,47.817352,51.444576,4.8730936,43.333126,-40.215355,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_720_2017-09-21_06_49_00.820_169_216.png,Other,Y,Y,Y,Y,0.9999881,0.9998634,0.99999976,0.9999566,115.892296,-5.861199,45.533054,56.049664,-5.1962643,-42.56317,32.8937,1.5542219,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_542_2017-09-19_01_44_17.054_1620_234.png,Other,Y,Y,Y,Y,0.92045623,0.99617875,0.9998809,0.9991365,-0.68557256,37.437473,29.701965,-57.927322,41.109474,26.51146,5.061702,-24.317017,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_609_2017-09-16_02_13_04.215_VIDEOALE_220_1645.png,Other,Y,Y,Y,Y,0.9991756,0.9993351,0.99975926,0.9987325,48.367123,-16.737667,30.775316,-3.8923178,43.73702,20.294226,3.2220545,-46.314327,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_450_2017-09-17_03_56_12.949_670_295.png,Other,Y,Y,Y,Y,0.98462784,0.97444713,0.9501649,0.9999709,0.6637499,27.846739,35.994232,-46.87923,21.79443,35.791145,53.5487,-16.274727,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_729_2017-09-21_15_32_03.701_1539_123.png,Other,Y,Y,Y,Y,0.997419,0.9958371,0.9875875,0.98471665,71.07126,-0.9376026,38.08523,-23.652111,41.30873,-37.815025,5.21875,-53.04879,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_588_2017-09-27_00_10_30.061_778_1682.png,Other,Y,Y,Y,Y,0.99997044,0.9999769,1,0.9999329,53.09383,25.725616,35.46817,62.317326,41.742676,40.581364,60.857822,-16.013742,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_197_2017-09-22_18_03_26.967_634_925.png,Other,Y,Y,Y,Y,0.9945555,0.97356206,0.9710207,0.79624104,93.51626,-14.766457,52.851967,-15.019652,34.405804,-36.0157,-12.419725,-60.325623,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_626_2017-09-21_19_03_30.206_462_0.png,Other,Y,Y,Y,Y,0.9840163,0.97263676,0.99995816,0.99979776,63.54017,-21.747208,68.01991,-4.245224,39.339546,-42.060417,-27.931534,-56.5308,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_286_2017-09-17_03_13_56.451_1050_1306.png,Other,Y,Y,Y,Y,0.9019863,0.9047351,0.98293614,0.99199545,2.4990125,-7.6718044,-1.8286992,-61.423203,14.145453,2.7590384,39.615635,4.2872972,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_383_2017-09-16_02_13_04.215_VIDEOALE_0_684.png,Other,Y,Y,Y,Y,0.9677021,0.9878604,0.99999595,0.99625564,55.20639,-15.084524,62.78925,0.409133,16.700895,-44.44355,5.04956,-39.10727,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_597_2017-09-20_18_56_48.413_1786_853.png,Other,Y,Y,Y,Y,0.9997514,0.9999062,0.9982395,0.99840754,27.380661,0.9421748,43.156994,30.724077,-4.389048,11.653496,20.299152,-1.6652476,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_742_2017-09-20_20_59_12.793_494_10.png,Other,Y,Y,Y,Y,0.99698716,0.99808085,0.99931455,0.98816377,2.5898502,29.848314,34.362984,-44.80786,-28.856178,40.616703,33.16855,-22.733358,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_52_2017-09-21_09_35_56.784_220_1885.png,Other,Y,Y,Y,Y,0.99071294,0.99729484,0.99999785,0.9905934,-4.102509,25.38015,37.732784,-46.846703,1.274566,-44.580635,-10.75067,-35.964043,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_591_2017-09-23_06_06_47.168_1510_1934.png,Other,Y,Y,Y,Y,0.9896215,0.9992211,0.9902588,0.99100304,-24.125055,58.7056,53.285522,-0.11104714,11.001547,51.916946,46.802303,20.05383,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_574_2017-09-21_19_36_53.362_1585_817.png,Other,Y,Y,Y,Y,0.99981564,0.99997246,0.9999764,0.9969938,51.07614,14.823401,33.37294,53.352596,29.298014,41.754517,51.720764,-23.432663,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_332_2017-09-16_03_58_45.702_446_1583.png,Other,Y,Y,Y,Y,0.99344677,0.9983292,0.6279907,0.5451959,7.4105673,10.92595,16.322517,-15.362346,-61.872665,16.349566,9.528723,70.55227,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_175_2017-09-18_00_01_08.787_1480_1750.png,Other,Y,Y,Y,Y,0.9504316,0.9991393,0.84590226,0.8374537,-1.7783412,7.506984,15.860222,-17.13581,3.3770776,-2.1821754,38.9647,-3.4016855,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_410_2017-09-17_16_58_22.104_1547_1795.png,Other,Y,Y,Y,Y,0.9489774,0.99790144,0.77058923,0.9925499,23.555859,0.7921365,51.025032,4.221463,25.698385,-3.8465173,31.158672,10.576579,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_510_2017-09-19_12_39_36.606_817_1467.png,Other,Y,Y,Y,Y,0.9669183,0.9903825,0.9999299,0.990716,17.164612,-5.624281,34.6003,-15.6777725,42.22955,8.111072,1.0941691,-18.506254,0
